Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Week_Number,Year,Month,Month_Name,Day_of_Week,Quarter,Season,Shipping Days
2017-06-12,2017-06-15,First Class,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,24,2017,6,June,Monday,2,Summer,3
2015-12-26,2015-12-28,Second Class,Alan Dominguez,Home Office,United States,Houston,Texas,77041,Central,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,52,2015,12,December,Saturday,4,Winter,2
2015-09-20,2015-09-25,Standard Class,Philip Fox,Consumer,United States,Bloomington,Illinois,61701,Central,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,38,2015,9,September,Sunday,3,Autumn,5
2018-11-05,2018-11-12,Standard Class,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.388,45,2018,11,November,Monday,4,Autumn,7
2018-11-05,2018-11-12,Standard Class,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,45,2018,11,November,Monday,4,Autumn,7
2017-11-06,2017-11-10,Second Class,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,Furniture,Chairs,"Global Task Chair, Black",81.424,45,2017,11,November,Monday,4,Autumn,4
2017-11-06,2017-11-10,Second Class,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,45,2017,11,November,Monday,4,Autumn,4
2018-02-02,2018-02-05,First Class,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,5,2018,2,February,Friday,1,Winter,3
2018-02-02,2018-02-05,First Class,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,Xerox 1916,78.304,5,2018,2,February,Friday,1,Winter,3
2018-02-02,2018-02-05,First Class,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,Staples,21.456,5,2018,2,February,Friday,1,Winter,3
2017-10-13,2017-10-19,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Office Supplies,Paper,Xerox 195,20.04,41,2017,10,October,Friday,4,Autumn,6
2017-10-13,2017-10-19,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Office Supplies,Paper,Xerox 1880,35.44,41,2017,10,October,Friday,4,Autumn,6
2017-10-13,2017-10-19,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,41,2017,10,October,Friday,4,Autumn,6
2017-10-13,2017-10-19,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Office Supplies,Fasteners,Ideal Clamps,4.02,41,2017,10,October,Friday,4,Autumn,6
2017-10-13,2017-10-19,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Office Supplies,Binders,GBC Wire Binding Strips,76.176,41,2017,10,October,Friday,4,Autumn,6
2017-10-13,2017-10-19,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Office Supplies,Supplies,Fiskars Softgrip Scissors,65.88,41,2017,10,October,Friday,4,Autumn,6
2017-10-13,2017-10-19,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,41,2017,10,October,Friday,4,Autumn,6
2017-09-05,2017-09-07,Second Class,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,36,2017,9,September,Tuesday,3,Autumn,2
2018-09-18,2018-09-23,Standard Class,Sally Hughsby,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,Newell 343,8.82,38,2018,9,September,Tuesday,3,Autumn,5
2018-09-18,2018-09-23,Standard Class,Sally Hughsby,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,38,2018,9,September,Tuesday,3,Autumn,5
2018-09-18,2018-09-23,Standard Class,Sally Hughsby,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Paper,Xerox 1911,143.7,38,2018,9,September,Tuesday,3,Autumn,5
2018-12-22,2018-12-27,Standard Class,Sandra Glassco,Consumer,United States,Independence,Missouri,64055,Central,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,51,2018,12,December,Saturday,4,Winter,5
2016-09-07,2016-09-12,Standard Class,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,36,2016,9,September,Wednesday,3,Autumn,5
2015-10-22,2015-10-28,Standard Class,Maureen Gastineau,Home Office,United States,Newark,Ohio,43055,East,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888,43,2015,10,October,Thursday,4,Autumn,6
2017-12-05,2017-12-09,Standard Class,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,49,2017,12,December,Tuesday,4,Winter,4
2017-12-05,2017-12-09,Standard Class,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,49,2017,12,December,Tuesday,4,Winter,4
2017-12-05,2017-12-09,Standard Class,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,49,2017,12,December,Tuesday,4,Winter,4
2017-12-05,2017-12-09,Standard Class,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,171.55,49,2017,12,December,Tuesday,4,Winter,4
2017-03-13,2017-03-16,First Class,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,11,2017,3,March,Monday,1,Spring,3
2017-03-13,2017-03-16,First Class,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184,11,2017,3,March,Monday,1,Spring,3
2016-05-31,2016-06-02,First Class,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,22,2016,5,May,Tuesday,2,Spring,2
2016-05-31,2016-06-02,First Class,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,Office Supplies,Paper,Xerox 1883,105.52,22,2016,5,May,Tuesday,2,Spring,2
2016-05-31,2016-06-02,First Class,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",80.88,22,2016,5,May,Tuesday,2,Spring,2
2016-05-28,2016-06-03,Standard Class,Neil Knudson,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,Newell 311,6.63,21,2016,5,May,Saturday,2,Spring,6
2015-03-01,2015-03-06,Second Class,Dave Brooks,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.568,9,2015,3,March,Sunday,1,Spring,5
2017-11-20,2017-11-24,Standard Class,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034,Central,Office Supplies,Labels,Avery 519,14.62,47,2017,11,November,Monday,4,Autumn,4
2017-11-20,2017-11-24,Standard Class,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034,Central,Technology,Phones,Avaya 5420 Digital phone,944.93,47,2017,11,November,Monday,4,Autumn,4
2017-05-11,2017-05-12,First Class,Ted Trevino,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,Xerox 1920,5.98,19,2017,5,May,Thursday,2,Spring,1
2016-12-28,2016-12-31,Second Class,Eric Murdock,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.384,52,2016,12,December,Wednesday,4,Winter,3
2017-11-16,2017-11-20,Standard Class,Ruben Dartt,Consumer,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Envelopes,Staple envelope,28.4,46,2017,11,November,Thursday,4,Autumn,4
2017-11-07,2017-11-11,Standard Class,Max Jones,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.68,45,2017,11,November,Tuesday,4,Autumn,4
2015-09-08,2015-09-12,Standard Class,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,BIC Brite Liner Highlighters,9.936,37,2015,9,September,Tuesday,3,Autumn,4
2015-09-08,2015-09-12,Standard Class,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159.952,37,2015,9,September,Tuesday,3,Autumn,4
2015-09-08,2015-09-12,Standard Class,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,275.928,37,2015,9,September,Tuesday,3,Autumn,4
2015-09-08,2015-09-12,Standard Class,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,SAFCO Arco Folding Chair,1740.06,37,2015,9,September,Tuesday,3,Autumn,4
2015-09-08,2015-09-12,Standard Class,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,Sanford Liquid Accent Highlighters,32.064,37,2015,9,September,Tuesday,3,Autumn,4
2015-09-08,2015-09-12,Standard Class,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,177.98,37,2015,9,September,Tuesday,3,Autumn,4
2015-09-08,2015-09-12,Standard Class,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.976,37,2015,9,September,Tuesday,3,Autumn,4
2015-08-05,2015-08-09,Standard Class,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94,32,2015,8,August,Wednesday,3,Summer,4
2015-08-05,2015-08-09,Standard Class,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,Xerox 1913,110.96,32,2015,8,August,Wednesday,3,Summer,4
2015-08-05,2015-08-09,Standard Class,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,"Global Value Steno Chair, Gray",340.144,32,2015,8,August,Wednesday,3,Summer,4
2015-09-14,2015-09-19,Standard Class,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448,38,2015,9,September,Monday,3,Autumn,5
2015-09-14,2015-09-19,Standard Class,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,Avery 51,20.16,38,2015,9,September,Monday,3,Autumn,5
2018-04-21,2018-04-25,Second Class,Shirley Jackson,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264,16,2018,4,April,Saturday,2,Spring,4
2016-11-21,2016-11-23,Second Class,Joel Eaton,Consumer,United States,Newark,Ohio,43055,East,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",396.802,47,2016,11,November,Monday,4,Autumn,2
2016-11-21,2016-11-23,Second Class,Joel Eaton,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,47,2016,11,November,Monday,4,Autumn,2
2016-12-15,2016-12-19,Standard Class,Jim Kriz,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,50,2016,12,December,Thursday,4,Winter,4
2015-12-05,2015-12-09,Second Class,David Kendrick,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",24.816,49,2015,12,December,Saturday,4,Winter,4
2015-12-05,2015-12-09,Second Class,David Kendrick,Corporate,United States,Decatur,Illinois,62521,Central,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,49,2015,12,December,Saturday,4,Winter,4
2015-11-19,2015-11-24,Second Class,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Phones,AT&T TR1909W,503.96,47,2015,11,November,Thursday,4,Autumn,5
2015-11-19,2015-11-24,Second Class,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Phones,Nokia Lumia 521 (T-Mobile),149.95,47,2015,11,November,Thursday,4,Autumn,5
2015-11-19,2015-11-24,Second Class,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,29.0,47,2015,11,November,Thursday,4,Autumn,5
2017-11-28,2017-12-02,Standard Class,Sally Knutson,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,48,2017,11,November,Tuesday,4,Autumn,4
2015-08-26,2015-08-30,Standard Class,Frank Merwin,Home Office,United States,Los Angeles,California,90032,West,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8,35,2015,8,August,Wednesday,3,Summer,4
2017-07-16,2017-07-22,Standard Class,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",37.224,28,2017,7,July,Sunday,3,Summer,6
2017-07-16,2017-07-22,Standard Class,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.016,28,2017,7,July,Sunday,3,Summer,6
2016-10-12,2016-10-14,First Class,Mark Packer,Home Office,United States,New York City,New York,10035,East,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136,41,2016,10,October,Wednesday,4,Autumn,2
2016-10-12,2016-10-14,First Class,Mark Packer,Home Office,United States,New York City,New York,10035,East,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,41,2016,10,October,Wednesday,4,Autumn,2
2016-10-12,2016-10-14,First Class,Mark Packer,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,Xerox 205,51.84,41,2016,10,October,Wednesday,4,Autumn,2
2016-10-12,2016-10-14,First Class,Mark Packer,Home Office,United States,New York City,New York,10035,East,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352,41,2016,10,October,Wednesday,4,Autumn,2
2016-10-12,2016-10-14,First Class,Mark Packer,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,4009 Highlighters by Sanford,19.9,41,2016,10,October,Wednesday,4,Autumn,2
2016-10-31,2016-11-06,Standard Class,Mary Zewe,Corporate,United States,Redlands,California,92374,West,Office Supplies,Envelopes,Poly String Tie Envelopes,14.28,44,2016,10,October,Monday,4,Autumn,6
2015-03-21,2015-03-25,Standard Class,Cassandra Brandow,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,12,2015,3,March,Saturday,1,Spring,4
2015-03-21,2015-03-25,Standard Class,Cassandra Brandow,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.048,12,2015,3,March,Saturday,1,Spring,4
2018-11-06,2018-11-13,Standard Class,Valerie Mitchum,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Storage,Decoflex Hanging Personal Folder File,46.26,45,2018,11,November,Tuesday,4,Autumn,7
2018-07-06,2018-07-13,Standard Class,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.946,27,2018,7,July,Friday,3,Summer,7
2018-07-06,2018-07-13,Standard Class,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,27,2018,7,July,Friday,3,Summer,7
2018-06-24,2018-06-29,Standard Class,Maria Bertelson,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,21.744,25,2018,6,June,Sunday,2,Summer,5
2015-08-03,2015-08-05,First Class,Bruce Stewart,Consumer,United States,Denver,Colorado,80219,West,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,32,2015,8,August,Monday,3,Summer,2
2015-08-03,2015-08-05,First Class,Bruce Stewart,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,32,2015,8,August,Monday,3,Summer,2
2018-12-17,2018-12-21,Second Class,Logan Currie,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,66.284,51,2018,12,December,Monday,4,Winter,4
2018-06-03,2018-06-07,Standard Class,Heather Kirkland,Corporate,United States,Franklin,Tennessee,37064,South,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35.168,22,2018,6,June,Sunday,2,Summer,4
2018-12-09,2018-12-14,Standard Class,Laurel Elliston,Consumer,United States,Whittier,California,90604,West,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,444.768,49,2018,12,December,Sunday,4,Winter,5
2018-12-01,2018-12-07,Standard Class,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,"Tennsco Lockers, Gray",83.92,48,2018,12,December,Saturday,4,Winter,6
2018-12-01,2018-12-07,Standard Class,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98,48,2018,12,December,Saturday,4,Winter,6
2018-12-01,2018-12-07,Standard Class,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,48,2018,12,December,Saturday,4,Winter,6
